Year,Host_City,Host_Country,Country,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,Latitude,Longtitude,Participation_Per_Ten_Million,Discipline,Age,Country,Gender
,,,,,,,,,,,,,,,Cycling Road,24,Belgium,Male
,,,,,,,,,,,,,,,Athletics,32,Japan,Male
,,,,,,,,,,,,,,,Rowing,41,Australia,Male
,,,,,,,,,,,,,,,Goalball,31,Australia,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,34,Australia,Male
,,,,,,,,,,,,,,,Equestrian,52,Netherlands,Male
,,,,,,,,,,,,,,,Sitting Volleyball,34,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,50,France,Male
,,,,,,,,,,,,,,,Athletics,36,Benin,Female
,,,,,,,,,,,,,,,Athletics,19,United States of America,Female
,,,,,,,,,,,,,,,Swimming,22,New Zealand,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,29,Australia,Male
,,,,,,,,,,,,,,,Swimming,18,Poland,Male
,,,,,,,,,,,,,,,Athletics,23,Belarus,Male
,,,,,,,,,,,,,,,Powerlifting,31,People's Republic of China,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,40,People's Republic of China,Male
,,,,,,,,,,,,,,,Sitting Volleyball,19,People's Republic of China,Female
,,,,,,,,,,,,,,,Goalball,25,People's Republic of China,Male
,,,,,,,,,,,,,,,Powerlifting,31,People's Republic of China,Male
,,,,,,,,,,,,,,,Athletics,23,People's Republic of China,Male
,,,,,,,,,,,,,,,Swimming,21,People's Republic of China,Male
,,,,,,,,,,,,,,,Boccia,37,Thailand,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,30,People's Republic of China,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,32,People's Republic of China,Female
,,,,,,,,,,,,,,,Table Tennis,16,People's Republic of China,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,30,People's Republic of China,Female
,,,,,,,,,,,,,,,Shooting,34,People's Republic of China,Male
,,,,,,,,,,,,,,,Athletics,19,People's Republic of China,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,25,Germany,Male
,,,,,,,,,,,,,,,Swimming,19,Spain,Male
,,,,,,,,,,,,,,,Athletics,34,Switzerland,Male
,,,,,,,,,,,,,,,Swimming,19,"Hong Kong, China",Male
,,,,,,,,,,,,,,,Goalball,24,United States of America,Female
,,,,,,,,,,,,,,,Athletics,27,Australia,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,38,United States of America,Female
,,,,,,,,,,,,,,,Table Tennis,25,Great Britain,Male
,,,,,,,,,,,,,,,Athletics,30,Colombia,Female
,,,,,,,,,,,,,,,Powerlifting,43,Azerbaijan,Male
,,,,,,,,,,,,,,,Judo,27,Azerbaijan,Female
,,,,,,,,,,,,,,,Judo,33,Ukraine,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,38,Republic of Korea,Male
,,,,,,,,,,,,,,,Cycling Road,30,Canada,Male
,,,,,,,,,,,,,,,Judo,28,Portugal,Male
,,,,,,,,,,,,,,,Athletics,26,United States of America,Male
,,,,,,,,,,,,,,,Athletics,22,Azerbaijan,Female
,,,,,,,,,,,,,,,Athletics,25,RPC,Male
,,,,,,,,,,,,,,,Athletics,23,Argentina,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,20,United States of America,Female
,,,,,,,,,,,,,,,Judo,21,Spain,Male
,,,,,,,,,,,,,,,Boccia,39,Argentina,Male
,,,,,,,,,,,,,,,Shooting,42,Uzbekistan,Male
,,,,,,,,,,,,,,,Athletics,29,Maldives,Female
,,,,,,,,,,,,,,,Powerlifting,34,Nigeria,Female
,,,,,,,,,,,,,,,Rowing,41,Japan,Female
,,,,,,,,,,,,,,,Athletics,21,Spain,Female
,,,,,,,,,,,,,,,Sitting Volleyball,45,Japan,Male
,,,,,,,,,,,,,,,Triathlon,44,Netherlands,Female
,,,,,,,,,,,,,,,Rowing,38,Nigeria,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,40,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,42,Japan,Male
,,,,,,,,,,,,,,,Athletics,28,Japan,Male
,,,,,,,,,,,,,,,Athletics,30,Ukraine,Female
,,,,,,,,,,,,,,,Swimming,25,Turkey,Female
,,,,,,,,,,,,,,,Swimming,28,Hungary,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,22,Republic of Korea,Male
,,,,,,,,,,,,,,,Canoe Sprint,46,Japan,Male
,,,,,,,,,,,,,,,Badminton,22,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,37,Japan,Male
,,,,,,,,,,,,,,,Cycling Track,36,Indonesia,Male
,,,,,,,,,,,,,,,Athletics,22,Argentina,Male
,,,,,,,,,,,,,,,Equestrian,25,Japan,Male
,,,,,,,,,,,,,,,Swimming,19,Indonesia,Female
,,,,,,,,,,,,,,,Athletics,18,Canada,Male
,,,,,,,,,,,,,,,Powerlifting,40,Nigeria,Male
,,,,,,,,,,,,,,,Swimming,21,Japan,Female
,,,,,,,,,,,,,,,Table Tennis,25,Japan,Male
,,,,,,,,,,,,,,,Shooting,32,Thailand,Male
,,,,,,,,,,,,,,,Swimming,24,RPC,Male
,,,,,,,,,,,,,,,Taekwondo,22,Uzbekistan,Female
,,,,,,,,,,,,,,,Taekwondo,29,RPC,Male
,,,,,,,,,,,,,,,Swimming,16,RPC,Female
,,,,,,,,,,,,,,,Athletics,21,Japan,Male
,,,,,,,,,,,,,,,Athletics,23,Namibia,Female
,,,,,,,,,,,,,,,Swimming,32,Japan,Female
,,,,,,,,,,,,,,,Athletics,23,Bulgaria,Female
,,,,,,,,,,,,,,,Taekwondo,26,Morocco,Male
,,,,,,,,,,,,,,,Swimming,18,Azerbaijan,Male
,,,,,,,,,,,,,,,Athletics,19,RPT,Female
,,,,,,,,,,,,,,,Powerlifting,29,Jordan,Female
,,,,,,,,,,,,,,,Table Tennis,36,Japan,Female
,,,,,,,,,,,,,,,Badminton,44,Japan,Female
,,,,,,,,,,,,,,,Athletics,57,Japan,Male
,,,,,,,,,,,,,,,Swimming,20,Hungary,Male
,,,,,,,,,,,,,,,Archery,20,Slovakia,Male
,,,,,,,,,,,,,,,Athletics,32,RPC,Female
,,,,,,,,,,,,,,,Sitting Volleyball,43,RPC,Female
,,,,,,,,,,,,,,,Judo,32,Ukraine,Female
,,,,,,,,,,,,,,,Table Tennis,26,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,24,Japan,Male
,,,,,,,,,,,,,,,Athletics,22,Japan,Male
,,,,,,,,,,,,,,,Athletics,47,Nigeria,Female
,,,,,,,,,,,,,,,Swimming,32,Belarus,Male
,,,,,,,,,,,,,,,Swimming,23,Poland,Female
,,,,,,,,,,,,,,,Athletics,28,Azerbaijan,Male
,,,,,,,,,,,,,,,Athletics,53,Poland,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,31,United States of America,Male
,,,,,,,,,,,,,,,Athletics,14,Sierra Leone,Female
,,,,,,,,,,,,,,,Table Tennis,43,Indonesia,Male
,,,,,,,,,,,,,,,Athletics,29,Brazil,Male
,,,,,,,,,,,,,,,Athletics,35,India,Female
,,,,,,,,,,,,,,,Swimming,27,India,Male
,,,,,,,,,,,,,,,Powerlifting,35,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Canoe Sprint,41,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Cycling Road,27,Czech Republic,Male
,,,,,,,,,,,,,,,Powerlifting,31,India,Male
,,,,,,,,,,,,,,,Athletics,26,Angola,Male
,,,,,,,,,,,,,,,Table Tennis,31,Thailand,Female
,,,,,,,,,,,,,,,Table Tennis,42,Poland,Male
,,,,,,,,,,,,,,,Badminton,29,France,Male
,,,,,,,,,,,,,,,Athletics,25,Czech Republic,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,38,Great Britain,Male
,,,,,,,,,,,,,,,Cycling Road,30,Malaysia,Male
,,,,,,,,,,,,,,,Cycling Track,30,Malaysia,Male
,,,,,,,,,,,,,,,Athletics,34,South Africa,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,46,Thailand,Female
,,,,,,,,,,,,,,,Cycling Road,23,Sweden,Female
,,,,,,,,,,,,,,,Cycling Track,23,Sweden,Female
,,,,,,,,,,,,,,,Cycling Road,52,Netherlands,Female
,,,,,,,,,,,,,,,Cycling Road,43,Spain,Male
,,,,,,,,,,,,,,,Cycling Track,43,Spain,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,32,France,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,54,Poland,Male
,,,,,,,,,,,,,,,Equestrian,42,Australia,Female
,,,,,,,,,,,,,,,Swimming,22,Australia,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,37,Canada,Male
,,,,,,,,,,,,,,,Badminton,32,Peru,Female
,,,,,,,,,,,,,,,Shooting,36,Islamic Republic of Iran,Female
,,,,,,,,,,,,,,,Athletics,30,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Powerlifting,31,Great Britain,Male
,,,,,,,,,,,,,,,Rowing,33,Sri Lanka,Male
,,,,,,,,,,,,,,,Athletics,27,United States of America,Male
,,,,,,,,,,,,,,,Athletics,23,Tunisia,Male
,,,,,,,,,,,,,,,Athletics,23,Tunisia,Female
,,,,,,,,,,,,,,,Athletics,29,Brazil,Male
,,,,,,,,,,,,,,,Shooting,24,Great Britain,Male
,,,,,,,,,,,,,,,Cycling Road,56,Germany,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,32,United States of America,Male
,,,,,,,,,,,,,,,Athletics,24,Great Britain,Male
,,,,,,,,,,,,,,,Swimming,17,United States of America,Female
,,,,,,,,,,,,,,,Canoe Sprint,49,Australia,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,19,United States of America,Female
,,,,,,,,,,,,,,,Athletics,43,Republic of Korea,Female
,,,,,,,,,,,,,,,Boccia,34,Republic of Korea,Male
,,,,,,,,,,,,,,,Boccia,32,Republic of Korea,Female
,,,,,,,,,,,,,,,Athletics,35,Poland,Female
,,,,,,,,,,,,,,,Swimming,22,Brazil,Female
,,,,,,,,,,,,,,,Rowing,39,France,Male
,,,,,,,,,,,,,,,Sitting Volleyball,37,Brazil,Female
,,,,,,,,,,,,,,,Athletics,34,Brazil,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,20,People's Republic of China,Male
,,,,,,,,,,,,,,,Swimming,32,People's Republic of China,Male
,,,,,,,,,,,,,,,Sitting Volleyball,33,People's Republic of China,Male
,,,,,,,,,,,,,,,Athletics,23,People's Republic of China,Female
,,,,,,,,,,,,,,,Rowing,28,People's Republic of China,Male
,,,,,,,,,,,,,,,Swimming,16,People's Republic of China,Female
,,,,,,,,,,,,,,,Athletics,39,Cuba,Male
,,,,,,,,,,,,,,,Athletics,20,Colombia,Female
,,,,,,,,,,,,,,,Powerlifting,33,Georgia,Male
,,,,,,,,,,,,,,,Swimming,25,Republic of Korea,Male
,,,,,,,,,,,,,,,Archery,54,Republic of Korea,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,35,Denmark,Male
,,,,,,,,,,,,,,,Athletics,26,Estonia,Male
,,,,,,,,,,,,,,,Shooting,47,New Zealand,Male
,,,,,,,,,,,,,,,Athletics,20,Liberia,Female
,,,,,,,,,,,,,,,Equestrian,46,South Africa,Female
,,,,,,,,,,,,,,,Shooting,26,Serbia,Male
,,,,,,,,,,,,,,,Shooting,31,Serbia,Male
,,,,,,,,,,,,,,,Cycling Road,51,Australia,Male
,,,,,,,,,,,,,,,Athletics,25,Netherlands,Female
,,,,,,,,,,,,,,,Powerlifting,32,Malaysia,Male
,,,,,,,,,,,,,,,Goalball,34,Lithuania,Male
,,,,,,,,,,,,,,,Shooting,26,Sweden,Male
,,,,,,,,,,,,,,,Swimming,19,Iceland,Male
,,,,,,,,,,,,,,,Athletics,24,Sweden,Male
,,,,,,,,,,,,,,,Taekwondo,26,Republic of Korea,Male
,,,,,,,,,,,,,,,Table Tennis,47,Republic of Korea,Male
,,,,,,,,,,,,,,,Athletics,17,Australia,Female
,,,,,,,,,,,,,,,Equestrian,20,Denmark,Male
,,,,,,,,,,,,,,,Shooting,37,United States of America,Male
,,,,,,,,,,,,,,,Cycling Road,28,France,Male
,,,,,,,,,,,,,,,Taekwondo,52,Serbia,Female
,,,,,,,,,,,,,,,Table Tennis,26,Croatia,Male
,,,,,,,,,,,,,,,Athletics,23,France,Male
,,,,,,,,,,,,,,,Shooting,44,Republic of Korea,Male
,,,,,,,,,,,,,,,Table Tennis,25,Ireland,Male
,,,,,,,,,,,,,,,Canoe Sprint,44,Hungary,Male
,,,,,,,,,,,,,,,Table Tennis,34,Australia,Female
,,,,,,,,,,,,,,,Archery,26,Malaysia,Male
,,,,,,,,,,,,,,,Shooting,29,Kazakhstan,Female
,,,,,,,,,,,,,,,Cycling Road,28,United States of America,Male
,,,,,,,,,,,,,,,Boccia,42,Republic of Korea,Male
,,,,,,,,,,,,,,,Table Tennis,41,Republic of Korea,Female
,,,,,,,,,,,,,,,Athletics,24,Brazil,Male
,,,,,,,,,,,,,,,Badminton,45,Thailand,Male
,,,,,,,,,,,,,,,Sitting Volleyball,39,Bosnia and Herzegovina,Male
,,,,,,,,,,,,,,,Archery,26,India,Female
,,,,,,,,,,,,,,,Athletics,30,Togo,Female
,,,,,,,,,,,,,,,Swimming,47,Thailand,Male
,,,,,,,,,,,,,,,Swimming,47,Thailand,Male
,,,,,,,,,,,,,,,Swimming,20,Egypt,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,30,United States of America,Female
,,,,,,,,,,,,,,,Athletics,18,Thailand,Female
,,,,,,,,,,,,,,,Canoe Sprint,39,Japan,Female
,,,,,,,,,,,,,,,Badminton,19,Japan,Male
,,,,,,,,,,,,,,,Goalball,27,Japan,Female
,,,,,,,,,,,,,,,Athletics,24,RPC,Male
,,,,,,,,,,,,,,,Judo,28,Georgia,Male
,,,,,,,,,,,,,,,Judo,23,Georgia,Female
,,,,,,,,,,,,,,,Table Tennis,38,Italy,Male
,,,,,,,,,,,,,,,Swimming,33,RPC,Male
,,,,,,,,,,,,,,,Cycling Road,39,Poland,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,22,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,35,RPC,Male
,,,,,,,,,,,,,,,Athletics,23,Greece,Male
,,,,,,,,,,,,,,,Badminton,26,Japan,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,26,Japan,Female
,,,,,,,,,,,,,,,Football 5-a-side,26,Japan,Male
,,,,,,,,,,,,,,,Table Tennis,52,France,Female
,,,,,,,,,,,,,,,Athletics,24,Great Britain,Female
,,,,,,,,,,,,,,,Goalball,20,Japan,Male
,,,,,,,,,,,,,,,Badminton,53,Republic of Korea,Female
,,,,,,,,,,,,,,,Swimming,21,Republic of Korea,Female
,,,,,,,,,,,,,,,Athletics,36,Belarus,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,35,Japan,Male
,,,,,,,,,,,,,,,Table Tennis,40,Slovakia,Female
,,,,,,,,,,,,,,,Goalball,20,Turkey,Female
,,,,,,,,,,,,,,,Athletics,25,Germany,Male
,,,,,,,,,,,,,,,Swimming,19,Germany,Male
,,,,,,,,,,,,,,,Goalball,25,Turkey,Male
,,,,,,,,,,,,,,,Table Tennis,35,Great Britain,Male
,,,,,,,,,,,,,,,Goalball,31,Turkey,Male
,,,,,,,,,,,,,,,Swimming,43,Greece,Male
,,,,,,,,,,,,,,,Athletics,26,Japan,Male
,,,,,,,,,,,,,,,Sitting Volleyball,33,RPC,Female
,,,,,,,,,,,,,,,Athletics,39,Algeria,Male
,,,,,,,,,,,,,,,Athletics,43,Algeria,Male
,,,,,,,,,,,,,,,Athletics,20,Sierra Leone,Male
,,,,,,,,,,,,,,,Athletics,23,Morocco,Female
,,,,,,,,,,,,,,,Swimming,23,RPT,Male
,,,,,,,,,,,,,,,Judo,35,Azerbaijan,Female
,,,,,,,,,,,,,,,Powerlifting,28,Kenya,Female
,,,,,,,,,,,,,,,Equestrian,58,Finland,Female
,,,,,,,,,,,,,,,Table Tennis,31,Sweden,Male
,,,,,,,,,,,,,,,Athletics,23,Sweden,Female
,,,,,,,,,,,,,,,Judo,22,Uzbekistan,Male
,,,,,,,,,,,,,,,Swimming,31,Greece,Male
,,,,,,,,,,,,,,,Powerlifting,43,Thailand,Male
,,,,,,,,,,,,,,,Athletics,27,Norway,Male
,,,,,,,,,,,,,,,Football 5-a-side,28,Thailand,Male
,,,,,,,,,,,,,,,Athletics,29,Croatia,Male
,,,,,,,,,,,,,,,Athletics,23,India,Male
,,,,,,,,,,,,,,,Table Tennis,27,Japan,Male
,,,,,,,,,,,,,,,Sitting Volleyball,51,Japan,Male
,,,,,,,,,,,,,,,Table Tennis,19,Ukraine,Male
,,,,,,,,,,,,,,,Powerlifting,54,Israel,Female
,,,,,,,,,,,,,,,Swimming,21,Estonia,Female
,,,,,,,,,,,,,,,Table Tennis,33,Turkey,Female
,,,,,,,,,,,,,,,Athletics,33,Georgia,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,24,Japan,Male
,,,,,,,,,,,,,,,Boccia,21,Japan,Male
,,,,,,,,,,,,,,,Cycling Road,24,Japan,Male
,,,,,,,,,,,,,,,Cycling Track,24,Japan,Male
,,,,,,,,,,,,,,,Football 5-a-side,31,Japan,Male
,,,,,,,,,,,,,,,Goalball,26,Japan,Male
,,,,,,,,,,,,,,,Powerlifting,28,Turkey,Male
,,,,,,,,,,,,,,,Athletics,28,Uzbekistan,Female
,,,,,,,,,,,,,,,Swimming,18,RPC,Male
,,,,,,,,,,,,,,,Swimming,25,Ireland,Female
,,,,,,,,,,,,,,,Swimming,23,Great Britain,Female
,,,,,,,,,,,,,,,Athletics,36,France,Female
,,,,,,,,,,,,,,,Cycling Road,49,United States of America,Male
,,,,,,,,,,,,,,,Cycling Track,49,United States of America,Male
,,,,,,,,,,,,,,,Table Tennis,37,Switzerland,Male
,,,,,,,,,,,,,,,Swimming,29,Australia,Male
,,,,,,,,,,,,,,,Triathlon,45,Australia,Female
,,,,,,,,,,,,,,,Rowing,28,Great Britain,Female
,,,,,,,,,,,,,,,Archery,26,Australia,Male
,,,,,,,,,,,,,,,Athletics,24,Australia,Male
,,,,,,,,,,,,,,,Athletics,20,United States of America,Female
,,,,,,,,,,,,,,,Equestrian,28,Ireland,Female
,,,,,,,,,,,,,,,Swimming,19,Czech Republic,Male
,,,,,,,,,,,,,,,Swimming,22,Thailand,Female
,,,,,,,,,,,,,,,Athletics,23,Iraq,Male
,,,,,,,,,,,,,,,Powerlifting,51,United Arab Emirates,Male
,,,,,,,,,,,,,,,Swimming,19,Finland,Male
,,,,,,,,,,,,,,,Taekwondo,22,Azerbaijan,Male
,,,,,,,,,,,,,,,Judo,31,Uzbekistan,Male
,,,,,,,,,,,,,,,Badminton,21,Indonesia,Female
,,,,,,,,,,,,,,,Powerlifting,34,Kazakhstan,Male
,,,,,,,,,,,,,,,Athletics,25,Uzbekistan,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,49,Thailand,Female
,,,,,,,,,,,,,,,Powerlifting,29,Jordan,Male
,,,,,,,,,,,,,,,Powerlifting,31,India,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,33,Algeria,Female
,,,,,,,,,,,,,,,Judo,27,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Athletics,21,Algeria,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,38,Algeria,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,35,Georgia,Female
,,,,,,,,,,,,,,,Athletics,24,RPC,Male
,,,,,,,,,,,,,,,Athletics,23,RPC,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,42,Thailand,Male
,,,,,,,,,,,,,,,Athletics,25,Uzbekistan,Female
,,,,,,,,,,,,,,,Athletics,26,Thailand,Male
,,,,,,,,,,,,,,,Judo,32,Ukraine,Male
,,,,,,,,,,,,,,,Athletics,26,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Athletics,36,Lesotho,Female
,,,,,,,,,,,,,,,Goalball,24,RPC,Female
,,,,,,,,,,,,,,,Athletics,26,RPC,Male
,,,,,,,,,,,,,,,Taekwondo,22,Afghanistan,Female
,,,,,,,,,,,,,,,Taekwondo,30,Mongolia,Female
,,,,,,,,,,,,,,,Judo,26,Kyrgyzstan,Female
,,,,,,,,,,,,,,,Athletics,21,Poland,Female
,,,,,,,,,,,,,,,Canoe Sprint,26,Germany,Male
,,,,,,,,,,,,,,,Sitting Volleyball,40,Japan,Female
,,,,,,,,,,,,,,,Canoe Sprint,43,Germany,Male
,,,,,,,,,,,,,,,Table Tennis,20,Republic of Korea,Male
,,,,,,,,,,,,,,,Table Tennis,22,Republic of Korea,Male
,,,,,,,,,,,,,,,Boccia,28,Republic of Korea,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,48,Republic of Korea,Male
,,,,,,,,,,,,,,,Table Tennis,25,Republic of Korea,Male
,,,,,,,,,,,,,,,Powerlifting,47,Republic of Korea,Female
,,,,,,,,,,,,,,,Badminton,42,Republic of Korea,Male
,,,,,,,,,,,,,,,Table Tennis,34,Republic of Korea,Male
,,,,,,,,,,,,,,,Table Tennis,48,Republic of Korea,Female
,,,,,,,,,,,,,,,Badminton,44,Republic of Korea,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,57,Republic of Korea,Male
,,,,,,,,,,,,,,,Archery,21,Republic of Korea,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,33,Republic of Korea,Male
,,,,,,,,,,,,,,,Archery,60,Republic of Korea,Female
,,,,,,,,,,,,,,,Archery,53,Republic of Korea,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,37,Republic of Korea,Male
,,,,,,,,,,,,,,,Rowing,44,Republic of Korea,Female
,,,,,,,,,,,,,,,Table Tennis,53,Republic of Korea,Female
,,,,,,,,,,,,,,,Shooting,38,Republic of Korea,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,33,Republic of Korea,Male
,,,,,,,,,,,,,,,Table Tennis,36,Republic of Korea,Male
,,,,,,,,,,,,,,,Shooting,42,Republic of Korea,Female
,,,,,,,,,,,,,,,Triathlon,35,Japan,Male
,,,,,,,,,,,,,,,Boccia,37,Japan,Female
,,,,,,,,,,,,,,,Swimming,30,Japan,Male
,,,,,,,,,,,,,,,Rowing,16,Japan,Female
,,,,,,,,,,,,,,,Athletics,30,Japan,Female
,,,,,,,,,,,,,,,Athletics,24,Great Britain,Female
,,,,,,,,,,,,,,,Swimming,22,Japan,Female
,,,,,,,,,,,,,,,Athletics,28,Kenya,Male
,,,,,,,,,,,,,,,Athletics,28,Kenya,Male
,,,,,,,,,,,,,,,Cycling Road,25,Poland,Female
,,,,,,,,,,,,,,,Cycling Track,25,Poland,Female
,,,,,,,,,,,,,,,Canoe Sprint,19,Hungary,Male
,,,,,,,,,,,,,,,Canoe Sprint,17,Hungary,Male
,,,,,,,,,,,,,,,Swimming,24,Canada,Female
,,,,,,,,,,,,,,,Athletics,40,Czech Republic,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,31,Japan,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,26,Japan,Female
,,,,,,,,,,,,,,,Judo,29,Japan,Male
,,,,,,,,,,,,,,,Cycling Track,26,Netherlands,Female
,,,,,,,,,,,,,,,Boccia,20,Thailand,Female
,,,,,,,,,,,,,,,Rowing,29,Israel,Male
,,,,,,,,,,,,,,,Rowing,38,Germany,Male
,,,,,,,,,,,,,,,Swimming,15,RPC,Female
,,,,,,,,,,,,,,,Swimming,31,Ukraine,Male
,,,,,,,,,,,,,,,Canoe Sprint,31,Italy,Male
,,,,,,,,,,,,,,,Table Tennis,39,Brazil,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,30,Germany,Female
,,,,,,,,,,,,,,,Badminton,30,Germany,Female
,,,,,,,,,,,,,,,Swimming,15,United States of America,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,37,Australia,Male
,,,,,,,,,,,,,,,Athletics,24,RPC,Male
,,,,,,,,,,,,,,,Cycling Road,27,Czech Republic,Male
,,,,,,,,,,,,,,,Cycling Track,27,Czech Republic,Male
,,,,,,,,,,,,,,,Athletics,20,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,30,Sri Lanka,Male
,,,,,,,,,,,,,,,Athletics,25,Kenya,Female
,,,,,,,,,,,,,,,Badminton,18,India,Female
,,,,,,,,,,,,,,,Swimming,19,Japan,Female
,,,,,,,,,,,,,,,Powerlifting,54,Kazakhstan,Female
,,,,,,,,,,,,,,,Rowing,33,Ukraine,Male
,,,,,,,,,,,,,,,Athletics,32,RPC,Male
,,,,,,,,,,,,,,,Athletics,21,Japan,Male
,,,,,,,,,,,,,,,Swimming,30,Ukraine,Male
,,,,,,,,,,,,,,,Table Tennis,34,Nigeria,Male
,,,,,,,,,,,,,,,Triathlon,41,RPC,Male
,,,,,,,,,,,,,,,Equestrian,60,RPC,Male
,,,,,,,,,,,,,,,Triathlon,24,Ukraine,Female
,,,,,,,,,,,,,,,Boccia,50,Croatia,Male
,,,,,,,,,,,,,,,Swimming,32,Ukraine,Male
,,,,,,,,,,,,,,,Canoe Sprint,26,Japan,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,26,New Zealand,Male
,,,,,,,,,,,,,,,Taekwondo,39,France,Male
,,,,,,,,,,,,,,,Athletics,37,Thailand,Male
,,,,,,,,,,,,,,,Swimming,18,Hungary,Female
,,,,,,,,,,,,,,,Athletics,50,Greece,Male
,,,,,,,,,,,,,,,Archery,39,Republic of Korea,Male
,,,,,,,,,,,,,,,Powerlifting,29,Ukraine,Female
,,,,,,,,,,,,,,,Powerlifting,20,Egypt,Female
,,,,,,,,,,,,,,,Archery,45,Turkey,Male
,,,,,,,,,,,,,,,Athletics,24,Turkey,Female
,,,,,,,,,,,,,,,Table Tennis,26,Turkey,Female
,,,,,,,,,,,,,,,Table Tennis,21,Norway,Female
,,,,,,,,,,,,,,,Judo,27,Germany,Male
,,,,,,,,,,,,,,,Athletics,42,Poland,Female
,,,,,,,,,,,,,,,Canoe Sprint,42,RPC,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,44,Netherlands,Female
,,,,,,,,,,,,,,,Powerlifting,27,Japan,Male
,,,,,,,,,,,,,,,Shooting,35,Czech Republic,Male
,,,,,,,,,,,,,,,Athletics,46,Poland,Male
,,,,,,,,,,,,,,,Table Tennis,38,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,26,Poland,Male
,,,,,,,,,,,,,,,Swimming,49,Greece,Male
,,,,,,,,,,,,,,,Archery,50,Czech Republic,Male
,,,,,,,,,,,,,,,Athletics,25,RPC,Male
,,,,,,,,,,,,,,,Athletics,30,Japan,Male
,,,,,,,,,,,,,,,Athletics,25,Finland,Female
,,,,,,,,,,,,,,,Athletics,22,Poland,Male
,,,,,,,,,,,,,,,Athletics,19,Poland,Female
,,,,,,,,,,,,,,,Athletics,21,RPC,Male
,,,,,,,,,,,,,,,Rowing,16,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,22,France,Male
,,,,,,,,,,,,,,,Powerlifting,26,Greece,Male
,,,,,,,,,,,,,,,Athletics,24,Ukraine,Male
,,,,,,,,,,,,,,,Shooting,47,Ukraine,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,32,Japan,Male
,,,,,,,,,,,,,,,Athletics,31,Poland,Female
,,,,,,,,,,,,,,,Powerlifting,40,Poland,Female
,,,,,,,,,,,,,,,Shooting,45,RPC,Male
,,,,,,,,,,,,,,,Canoe Sprint,26,Poland,Female
,,,,,,,,,,,,,,,Boccia,21,RPC,Male
,,,,,,,,,,,,,,,Sitting Volleyball,21,Canada,Female
